country_code,year,house_price_real,country_name
AUS,1970,26.1180796836891,Australia
AUS,1971,27.2239552669186,Australia
AUS,1972,28.600823632644,Australia
AUS,1973,31.6959762681192,Australia
AUS,1974,33.6505214646748,Australia
AUS,1975,31.8505798306386,Australia
AUS,1976,31.1372454605817,Australia
AUS,1977,30.540775556862,Australia
AUS,1978,29.6145190643688,Australia
AUS,1979,30.5746609962616,Australia
AUS,1980,31.3253796129676,Australia
AUS,1981,33.0158796680332,Australia
AUS,1982,31.0003727895263,Australia
AUS,1983,29.9812820123413,Australia
AUS,1984,31.4295563171903,Australia
AUS,1985,32.476202514533,Australia
AUS,1986,32.1312085837448,Australia
AUS,1987,31.53046881234,Australia
AUS,1988,36.1014655699699,Australia
AUS,1989,42.324252032731,Australia
AUS,1990,40.379877539827,Australia
AUS,1991,39.9483778078886,Australia
AUS,1992,39.8224195121726,Australia
AUS,1993,40.025751144836,Australia
AUS,1994,40.812569827642,Australia
AUS,1995,40.1903594891254,Australia
AUS,1996,39.7251022715009,Australia
AUS,1997,40.780702149917,Australia
AUS,1998,43.1932425011391,Australia
AUS,1999,45.7986084031219,Australia
AUS,2000,47.9610860668732,Australia
AUS,2001,51.5436948853279,Australia
AUS,2002,59.6179345501712,Australia
AUS,2003,68.9729876823221,Australia
AUS,2004,72.2468815893625,Australia
AUS,2005,72.0100214267296,Australia
AUS,2006,74.3294010381504,Australia
AUS,2007,79.6704965625245,Australia
AUS,2008,80.2479972704043,Australia
AUS,2009,81.3723604075413,Australia
AUS,2010,89.0250350623723,Australia
AUS,2011,85.2325449168527,Australia
AUS,2012,83.0611128391,Australia
AUS,2013,86.5919376038565,Australia
AUS,2014,92.8803475596696,Australia
AUS,2015,100.0,Australia
AUS,2016,104.853552834976,Australia
AUS,2017,112.236584898726,Australia
AUS,2018,108.803117318622,Australia
AUS,2019,102.541908931895,Australia
AUS,2020,106.793025460912,Australia
AUS,2021,122.747490525472,Australia
AUS,2022,124.421882353278,Australia
AUS,2023,119.112758299941,Australia
AUS,2024,122.190777635899,Australia
AUS,2025,125.895369158667,Australia
CAN,1970,31.0334785549743,Canada
CAN,1971,31.6622576385381,Canada
CAN,1972,32.7091494473534,Canada
CAN,1973,36.9272240414279,Canada
CAN,1974,42.487798304688,Canada
CAN,1975,42.570681992492,Canada
CAN,1976,44.1160322410983,Canada
CAN,1977,42.7026254267128,Canada
CAN,1978,41.3507836289095,Canada
CAN,1979,41.8237921962805,Canada
CAN,1980,42.6255191988231,Canada
CAN,1981,43.6999257105563,Canada
CAN,1982,37.7621595394585,Canada
CAN,1983,37.3199292072792,Canada
CAN,1984,35.4371668073838,Canada
CAN,1985,35.8705513636739,Canada
CAN,1986,40.2563257623393,Canada
CAN,1987,45.3328107298708,Canada
CAN,1988,51.5110664733745,Canada
CAN,1989,55.7647792860481,Canada
CAN,1990,51.7037139347,Canada
CAN,1991,51.6189526392389,Canada
CAN,1992,51.5112926543443,Canada
CAN,1993,51.4798745183667,Canada
CAN,1994,52.5254995234779,Canada
CAN,1995,49.5832204253803,Canada
CAN,1996,48.8283514386007,Canada
CAN,1997,49.343923297366,Canada
CAN,1998,48.0254935768622,Canada
CAN,1999,48.7553181560098,Canada
CAN,2000,49.7761853455697,Canada
CAN,2001,51.058454935285,Canada
CAN,2002,54.075571529194,Canada
CAN,2003,57.612620194229,Canada
CAN,2004,61.3060737247625,Canada
CAN,2005,65.0885308563185,Canada
CAN,2006,71.4694617130261,Canada
CAN,2007,78.4050687132799,Canada
CAN,2008,81.1354080347125,Canada
CAN,2009,79.6686399515244,Canada
CAN,2010,85.667598188964,Canada
CAN,2011,88.4348835902225,Canada
CAN,2012,91.4626241258276,Canada
CAN,2013,92.8049657875501,Canada
CAN,2014,95.8668291420867,Canada
CAN,2015,100.0,Canada
CAN,2016,109.08176543132,Canada
CAN,2017,120.432484283611,Canada
CAN,2018,122.863199455098,Canada
CAN,2019,122.6534451469,Canada
CAN,2020,129.657886567331,Canada
CAN,2021,144.479163631058,Canada
CAN,2022,151.937226087418,Canada
CAN,2023,143.327230701054,Canada
CAN,2024,144.137995560439,Canada
CAN,2025,139.507487194878,Canada
CHE,1970,63.7193565265655,Switzerland
CHE,1971,68.2526234963788,Switzerland
CHE,1972,76.3967701412931,Switzerland
CHE,1973,82.738728006242,Switzerland
CHE,1974,75.4431224099067,Switzerland
CHE,1975,65.2537514723419,Switzerland
CHE,1976,61.1540986283772,Switzerland
CHE,1977,60.8321713919306,Switzerland
CHE,1978,63.1053895533458,Switzerland
CHE,1979,65.4939993773852,Switzerland
CHE,1980,68.8471056026658,Switzerland
CHE,1981,71.5688487695281,Switzerland
CHE,1982,71.0254336927653,Switzerland
CHE,1983,71.5910726829335,Switzerland
CHE,1984,73.364938902004,Switzerland
CHE,1985,74.9593917672353,Switzerland
CHE,1986,78.4458579591345,Switzerland
CHE,1987,83.1201380661511,Switzerland
CHE,1988,93.8883996805646,Switzerland
CHE,1989,102.645039397225,Switzerland
CHE,1990,97.3109806137997,Switzerland
CHE,1991,90.8525340739077,Switzerland
CHE,1992,83.7004559557874,Switzerland
CHE,1993,77.3751385906741,Switzerland
CHE,1994,77.4101226168723,Switzerland
CHE,1995,73.5196063978156,Switzerland
CHE,1996,69.1464012583652,Switzerland
CHE,1997,66.2285995687776,Switzerland
CHE,1998,65.6371881501435,Switzerland
CHE,1999,65.1803793627963,Switzerland
CHE,2000,64.6614536624737,Switzerland
CHE,2001,64.9251149528102,Switzerland
CHE,2002,65.1620249440323,Switzerland
CHE,2003,65.326803118198,Switzerland
CHE,2004,67.1980448471824,Switzerland
CHE,2005,69.0053619377287,Switzerland
CHE,2006,72.2163640687304,Switzerland
CHE,2007,75.2092586741641,Switzerland
CHE,2008,76.7518163467694,Switzerland
CHE,2009,77.7002045493155,Switzerland
CHE,2010,79.5963702466332,Switzerland
CHE,2011,85.1600796763338,Switzerland
CHE,2012,90.1586566014022,Switzerland
CHE,2013,93.3243243947202,Switzerland
CHE,2014,96.0042673035579,Switzerland
CHE,2015,100.0,Switzerland
CHE,2016,101.828518562728,Switzerland
CHE,2017,103.047793650099,Switzerland
CHE,2018,104.965797820648,Switzerland
CHE,2019,109.192413881622,Switzerland
CHE,2020,114.371853447633,Switzerland
CHE,2021,121.872146138957,Switzerland
CHE,2022,128.049337325947,Switzerland
CHE,2023,128.288739802272,Switzerland
CHE,2024,130.509134457867,Switzerland
CHE,2025,136.369204185034,Switzerland
DEU,1970,104.126848714429,Germany
DEU,1971,108.235710996527,Germany
DEU,1972,110.105644835561,Germany
DEU,1973,109.624732400819,Germany
DEU,1974,108.804586511062,Germany
DEU,1975,105.150362071521,Germany
DEU,1976,103.560138282779,Germany
DEU,1977,106.434338272258,Germany
DEU,1978,111.96983242806,Germany
DEU,1979,115.228309213835,Germany
DEU,1980,116.104491503888,Germany
DEU,1981,117.002996462484,Germany
DEU,1982,112.501305174097,Germany
DEU,1983,109.355770915205,Germany
DEU,1984,104.359193471786,Germany
DEU,1985,101.668729095127,Germany
DEU,1986,103.022557380469,Germany
DEU,1987,102.289369921246,Germany
DEU,1988,102.154522297803,Germany
DEU,1989,101.51567841528,Germany
DEU,1990,106.342631026641,Germany
DEU,1991,107.970152927479,Germany
DEU,1992,108.921455910464,Germany
DEU,1993,109.778463365699,Germany
DEU,1994,111.875781285078,Germany
DEU,1995,111.873670684227,Germany
DEU,1996,109.622282185655,Germany
DEU,1997,106.47220640931,Germany
DEU,1998,105.122125161071,Germany
DEU,1999,104.634366962222,Germany
DEU,2000,104.178466023233,Germany
DEU,2001,102.120620811635,Germany
DEU,2002,99.2373611909371,Germany
DEU,2003,97.8800622289952,Germany
DEU,2004,95.30212242745,Germany
DEU,2005,95.1683677073464,Germany
DEU,2006,93.7212681377272,Germany
DEU,2007,89.9125757209474,Germany
DEU,2008,89.3782479196998,Germany
DEU,2009,90.1712822043233,Germany
DEU,2010,89.6500187395181,Germany
DEU,2011,90.9922342206054,Germany
DEU,2012,92.6452529952106,Germany
DEU,2013,94.0521808735907,Germany
DEU,2014,95.956069281129,Germany
DEU,2015,100.0,Germany
DEU,2016,106.66613233487,Germany
DEU,2017,111.393757092571,Germany
DEU,2018,116.803412314542,Germany
DEU,2019,121.8008633345,Germany
DEU,2020,130.506241920797,Germany
DEU,2021,141.06092853711,Germany
DEU,2022,140.229594322907,Germany
DEU,2023,120.3730140466,Germany
DEU,2024,115.744057791716,Germany
DEU,2025,116.485839197515,Germany
DNK,1970,46.2557465910707,Denmark
DNK,1971,48.7248146395065,Denmark
DNK,1972,52.6148382675196,Denmark
DNK,1973,55.5292064511189,Denmark
DNK,1974,50.5519840901172,Denmark
DNK,1975,53.8969963192725,Denmark
DNK,1976,53.7295009418059,Denmark
DNK,1977,55.6028355742533,Denmark
DNK,1978,59.6862535893324,Denmark
DNK,1979,59.7708150207559,Denmark
DNK,1980,53.9064858065626,Denmark
DNK,1981,45.8865111120976,Denmark
DNK,1982,40.5560975146712,Denmark
DNK,1983,46.1075592244329,Denmark
DNK,1984,49.709141278628,Denmark
DNK,1985,56.0465465418425,Denmark
DNK,1986,62.1364900918119,Denmark
DNK,1987,55.1720928917109,Denmark
DNK,1988,53.4268508497109,Denmark
DNK,1989,50.6750488798585,Denmark
DNK,1990,46.0372907012266,Denmark
DNK,1991,45.3564081399956,Denmark
DNK,1992,44.1758903273317,Denmark
DNK,1993,43.2817965333061,Denmark
DNK,1994,47.3582499786932,Denmark
DNK,1995,50.0250985472436,Denmark
DNK,1996,54.4337656761804,Denmark
DNK,1997,59.6133798674015,Denmark
DNK,1998,64.0076322138539,Denmark
DNK,1999,67.043147148389,Denmark
DNK,2000,69.4631472271408,Denmark
DNK,2001,71.8624387523105,Denmark
DNK,2002,73.0653681146064,Denmark
DNK,2003,75.7887869235616,Denmark
DNK,2004,83.1346280751173,Denmark
DNK,2005,98.0428471704332,Denmark
DNK,2006,119.011989932782,Denmark
DNK,2007,120.147910957161,Denmark
DNK,2008,110.509916988343,Denmark
DNK,2009,95.9919246282321,Denmark
DNK,2010,96.3771912471795,Denmark
DNK,2011,92.5916740392883,Denmark
DNK,2012,88.0754880335815,Denmark
DNK,2013,90.8950451121359,Denmark
DNK,2014,93.70484114228,Denmark
DNK,2015,100.0,Denmark
DNK,2016,104.547570082625,Denmark
DNK,2017,108.665571527008,Denmark
DNK,2018,112.928079538753,Denmark
DNK,2019,114.501436826304,Denmark
DNK,2020,119.187158010082,Denmark
DNK,2021,130.518171211964,Denmark
DNK,2022,126.898773826179,Denmark
DNK,2023,118.21857899715,Denmark
DNK,2024,120.579800312507,Denmark
DNK,2025,126.363639197349,Denmark
FIN,1970,58.6018870482037,Finland
FIN,1971,57.1575430213333,Finland
FIN,1972,57.6205246220033,Finland
FIN,1973,64.8054972645008,Finland
FIN,1974,65.3470874255564,Finland
FIN,1975,58.6395743500824,Finland
FIN,1976,55.1700152078432,Finland
FIN,1977,51.1152514950341,Finland
FIN,1978,48.8360257612176,Finland
FIN,1979,48.0942520026153,Finland
FIN,1980,49.3254831401197,Finland
FIN,1981,50.8987700803298,Finland
FIN,1982,55.1581947027865,Finland
FIN,1983,61.2690955988054,Finland
FIN,1984,64.1830240847717,Finland
FIN,1985,63.4592320816232,Finland
FIN,1986,63.1431901445299,Finland
FIN,1987,67.3722530206339,Finland
FIN,1988,86.0653057649735,Finland
FIN,1989,102.19139242802,Finland
FIN,1990,92.6877615403826,Finland
FIN,1991,78.020374937347,Finland
